N,P,K,temperature,humidity,ph,rainfall,crop
76.0746,31.657,46.8631,21.7189,60.615,5.6521,64.4594,peach
63.6274,45.9862,70.1157,18.2215,52.7824,6.5462,77.0919,cherry
124.8102,62.5746,107.5334,25.5011,53.9987,6.9527,82.8894,tomato
75.4776,24.5474,71.5679,17.5493,70.9855,6.0546,88.5646,cherry
68.774,38.0437,60.983,12.0099,60.8569,5.8022,66.5457,cherry
139.2788,47.1442,107.51,26.7086,62.6976,7.2183,61.1974,bell_pepper
85.7254,4.9686,115.8159,18.3875,74.1778,5.4995,133.7729,potato
73.3487,44.7544,86.8423,21.0013,58.9251,6.722,70.2029,peach
23.7826,126.8648,144.7247,18.8211,63.5568,6.3028,121.1256,apple
20.8824,138.5199,166.0399,16.6604,76.4566,6.8473,78.0662,apple
48.4976,38.3429,51.0606,22.0314,56.8585,6.9379,154.7148,maize
128.9952,53.5371,74.2069,27.2687,70.8836,5.6411,78.7233,bell_pepper
44.9959,116.0978,149.7678,15.9549,63.1737,5.7867,88.9451,apple
96.0907,34.2073,96.4656,17.6034,65.2587,5.9641,117.822,strawberry
77.0431,57.2229,62.3921,19.1867,74.2368,6.342,63.7692,cherry
98.4283,48.4067,86.2273,11.8116,77.735,6.1919,72.7891,strawberry
67.9546,51.4681,60.6251,24.9839,68.1354,5.4204,88.2146,cherry
88.0272,62.5895,65.825,33.7424,65.6569,6.2498,119.427,bell_pepper
36.1227,37.6184,61.9057,15.5997,77.3569,5.7005,65.3098,strawberry
30.3511,135.1467,159.8625,24.0116,64.9274,6.1534,91.5923,apple
84.4127,36.017,76.4614,17.7557,72.8617,7.0753,76.7165,cherry
93.8343,61.4639,57.069,21.7788,70.5283,6.6036,98.0593,tomato
17.4111,53.8217,64.3632,27.6991,48.962,6.4546,32.1098,grapes
68.3249,107.095,167.8607,17.9065,68.5968,6.2423,82.2283,apple
82.8599,61.1389,90.3724,19.6316,93.1373,6.1947,147.4889,potato
75.0395,54.3005,45.7112,26.7979,71.3907,6.5909,102.3688,maize
111.095,68.0882,98.0832,28.0622,91.0878,6.5728,84.3738,tomato
93.8251,54.8371,82.2788,22.448,55.7669,6.312,77.8919,peach
11.9492,36.0828,38.5822,25.344,66.8341,6.5209,52.1915,grapes
52.8394,32.2127,52.0889,15.8752,54.3372,5.6402,14.2293,cherry
75.5052,36.7828,132.287,15.1859,65.1149,5.8817,107.8757,potato
93.1669,59.7855,32.3385,21.2644,69.0291,6.3445,40.3574,maize
72.8861,28.0422,122.4433,16.92,69.7251,6.1078,93.6427,strawberry
105.2594,36.1434,49.6537,26.8345,68.336,6.8314,111.1889,maize
92.6053,49.3706,29.4722,26.2016,64.1683,6.8437,82.1917,maize
20.058,52.7578,78.8957,23.967,55.5743,6.1517,92.36,grapes
113.8636,48.8863,55.4966,20.7927,56.9202,5.89,113.8874,maize
109.8268,56.1585,94.9741,22.8277,34.8521,6.0909,88.557,tomato
57.1811,28.9567,76.9374,19.7688,82.4775,5.8051,43.0324,cherry
104.0987,32.3917,52.7198,21.9351,68.0986,6.1863,54.5678,cherry
52.051,64.3919,60.0753,12.8673,81.8835,5.6869,72.7788,strawberry
26.8075,137.5551,142.3425,19.8233,67.7046,6.1856,151.1919,apple
99.8445,36.6588,101.4975,18.9936,74.3963,6.1808,68.9655,strawberry
5.6826,67.7939,53.4111,20.0582,36.3827,6.2145,45.1014,grapes
55.7719,65.7072,78.651,20.1023,52.3901,6.3893,107.6247,cherry
120.2261,32.7828,90.345,19.8821,63.6044,5.5536,88.785,potato
58.6419,68.8943,72.8471,21.3366,62.4621,6.4023,113.5708,cherry
101.8233,25.009,33.8704,22.5631,81.3498,6.7731,83.1425,maize
92.294,46.4014,120.4654,24.6841,47.8682,6.1522,113.994,peach
58.4345,45.2947,85.2947,15.9976,47.8482,6.441,66.3313,cherry
41.4765,39.7444,52.0208,14.8882,58.5351,6.3789,92.5113,cherry
102.0358,52.5324,65.2659,21.5787,83.3768,6.4724,85.252,bell_pepper
56.6223,54.1254,118.4551,19.8988,81.3746,5.706,163.4679,potato
117.7954,73.9629,95.6825,21.4968,74.398,6.1266,92.0496,tomato
77.8679,44.7574,55.821,25.8714,84.6067,6.4537,90.2245,maize
116.9117,38.2381,87.1903,26.0719,40.404,5.9819,91.09,bell_pepper
10.6308,79.5776,46.2048,29.7461,45.035,6.3697,89.792,grapes
77.7874,33.1936,125.0205,14.1047,83.8117,5.7003,154.9525,potato
48.1174,47.1912,42.7516,17.4579,71.1385,6.7817,79.522,grapes
6.3014,61.1691,69.117,23.5971,62.8106,5.6689,50.902,grapes
74.6693,21.322,92.4108,12.9127,70.8471,6.9665,73.8811,cherry
95.0332,45.7477,36.9144,24.6728,60.1504,5.5158,139.4912,maize
33.7963,108.4915,153.6386,16.2079,70.1208,5.948,95.8592,apple
107.7416,49.685,76.8918,30.3084,74.3127,5.7039,61.5918,tomato
75.7512,43.9383,30.787,18.801,47.4914,7.1226,98.9324,peach
99.9847,65.011,60.7141,21.4332,52.1125,6.0459,88.636,bell_pepper
59.6246,81.0311,153.8226,20.0213,75.3146,6.0234,114.1881,potato
133.0602,58.871,92.1478,20.8757,59.6567,6.9716,109.3401,bell_pepper
122.209,88.8679,66.8495,23.4466,74.7128,6.5606,86.1647,bell_pepper
72.2673,63.3697,70.7007,15.5736,55.4715,5.7297,76.5734,cherry
19.7834,53.2874,54.4404,22.6857,45.4617,6.6786,106.2774,grapes
36.7368,36.2088,57.079,25.8396,79.7359,6.8669,57.6064,cherry
54.0515,70.3865,54.6534,26.487,54.0617,6.0968,29.218,grapes
81.1628,64.7793,101.4202,25.233,76.6506,6.4274,83.3702,bell_pepper
105.4902,47.2706,119.0762,25.3712,75.643,6.2116,134.4994,tomato
63.1889,52.2579,53.1361,14.98,83.7314,6.0245,72.6992,strawberry
128.7579,64.1049,95.8337,23.855,69.2327,6.6569,94.4117,tomato
65.8654,43.4651,94.5039,14.915,72.1463,5.1865,91.1354,strawberry
77.9626,49.8887,42.6729,19.1035,77.8743,6.2193,126.0491,cherry
51.6582,37.1375,84.8175,19.6906,74.5748,6.0982,58.6899,peach
25.855,141.0722,142.0898,16.4256,72.7406,5.384,106.9278,apple
140.0,52.0985,45.1443,30.1303,56.6432,6.111,100.6698,bell_pepper
55.9321,63.2465,66.4236,23.8049,42.4482,6.4208,100.9023,peach
108.588,44.6155,71.8568,25.0389,71.9186,7.4664,144.2249,tomato
5.2034,126.9754,140.4505,22.2408,70.1224,6.0714,130.8544,apple
58.719,39.1989,50.8081,19.6072,59.5928,6.5915,58.6014,cherry
19.4281,50.2174,58.9612,24.8665,64.3465,6.2698,116.8561,grapes
14.6057,121.6704,159.014,23.5423,78.0063,4.8206,88.5216,apple
26.3182,42.5613,69.8139,24.8143,47.0077,6.7514,14.2339,grapes
15.0898,66.2117,66.3133,23.4986,45.8942,6.2729,67.2135,grapes
131.1493,21.6425,74.7276,21.1083,51.1109,6.5195,101.7564,peach
123.7983,54.1177,83.5772,14.5236,83.9131,4.9815,118.9362,potato
68.8971,51.9588,51.0974,22.9913,45.9965,6.5185,54.3088,grapes
103.1807,55.4939,114.1911,20.6678,63.2344,6.3211,111.468,bell_pepper
16.4376,132.3768,152.2871,17.2388,75.4712,5.1528,78.0596,apple
27.6478,24.555,52.1688,23.4481,45.4166,6.1364,110.0652,grapes
78.2419,51.0245,60.6585,19.9059,77.9366,5.4542,91.2869,strawberry
139.8786,66.8757,87.5176,22.8137,56.8542,6.4751,88.2068,tomato
123.7848,56.1253,93.9924,19.6964,59.9012,6.5647,115.9618,tomato
139.3979,62.876,98.1786,23.1921,78.5219,6.7593,119.0804,bell_pepper
27.3067,51.0109,65.6765,20.9837,67.5977,6.2683,74.3754,grapes
26.2909,122.0996,147.4664,18.0779,53.9881,6.4103,128.1311,apple
91.1234,44.4288,48.5647,26.7098,61.5749,6.5227,149.2253,maize
6.2873,138.9739,147.8156,22.0474,56.8152,6.1907,65.5065,apple
60.7893,24.2982,107.4558,17.4648,62.8051,6.6745,67.6933,peach
140.0,88.865,115.3096,30.0997,80.9001,6.887,121.0952,tomato
74.6585,46.5723,64.7167,16.3278,54.9142,6.1944,125.8162,cherry
51.1729,56.9539,73.0575,20.1738,67.2128,6.665,83.1668,cherry
21.3902,29.9239,70.0928,13.9705,54.5418,6.4202,14.6205,grapes
83.808,41.6586,38.7196,29.0065,56.3791,6.0439,162.3307,maize
113.9628,76.1301,123.0678,24.6984,67.5707,6.3454,86.3819,tomato
11.1734,51.698,56.7523,27.8058,62.5752,6.0428,89.427,grapes
102.3406,35.6144,114.706,18.8192,52.8621,6.2538,107.5439,peach
93.203,39.0118,34.3161,27.0408,75.7602,7.0232,168.6511,maize
128.0476,51.5739,65.5843,31.2053,54.8748,6.5219,122.7146,tomato
119.5421,41.4234,110.0474,23.6754,59.3077,6.9038,84.9481,tomato
99.8998,33.3555,46.3218,25.5578,65.0796,5.741,113.3765,bell_pepper
82.5747,48.5886,41.4299,24.1654,52.2594,6.0411,99.054,maize
92.2197,61.5,57.1039,29.4996,77.2502,5.7053,137.5159,bell_pepper
85.932,64.8843,79.6459,17.3608,53.643,6.5253,68.4447,peach
82.5357,61.0799,68.4743,18.9036,61.7149,6.374,91.9034,cherry
81.7248,52.1133,100.266,19.3199,69.0847,6.6518,55.9206,potato
60.4001,50.1383,66.3949,14.1933,82.9248,5.548,66.0962,strawberry
48.5129,133.1993,146.3112,19.139,63.5124,5.7748,118.6135,apple
113.9627,76.4822,98.011,16.3862,78.4432,6.6833,115.8978,potato
133.3818,56.626,80.517,24.9506,55.8219,6.959,125.6072,tomato
90.1124,52.7093,99.1477,29.8245,77.6708,7.7069,69.9203,bell_pepper
65.6216,44.8128,100.9901,17.9364,85.6846,5.942,60.2399,strawberry
81.5005,56.8837,61.2566,21.8212,57.4382,6.2042,71.8921,peach
122.2026,58.6871,109.4065,18.4104,70.954,5.3923,100.3403,strawberry
71.672,51.3206,67.8438,20.1651,68.4027,5.8371,111.3981,strawberry
109.9291,56.7937,95.2397,17.5575,72.035,5.1845,121.2876,potato
103.9994,50.0022,83.095,28.6779,59.9187,6.3063,105.4472,tomato
101.4393,55.5609,110.2139,16.1985,79.2246,5.9475,40.9039,potato
90.1938,79.3809,115.2968,25.7997,52.2791,6.6915,71.5575,tomato
9.6968,81.0048,45.7102,30.1259,44.8134,6.4241,89.222,grapes
112.3189,60.2297,91.8617,14.7053,70.3685,5.1974,145.5699,potato
118.7959,40.237,45.669,33.4402,72.4659,6.3764,96.157,bell_pepper
63.7087,54.2052,87.605,16.7875,67.2012,5.8714,31.323,strawberry
110.2438,36.6507,76.4835,21.376,74.5525,5.7765,108.9444,peach
112.3413,61.808,33.8598,22.6805,81.6219,6.4986,95.6526,maize
140.0,62.9969,70.9251,17.1143,47.2922,6.8264,86.4102,bell_pepper
65.2742,45.4548,117.8399,21.8867,69.8801,5.8275,89.4366,strawberry
119.1256,61.5261,49.6976,27.0715,62.123,7.0998,146.6284,bell_pepper
25.1329,28.8312,40.3076,24.4826,49.3259,6.1638,54.9414,grapes
76.7084,50.9057,110.4747,23.6862,83.8185,5.7612,91.4209,potato
98.9362,52.7133,77.6076,18.1689,54.0251,6.322,81.4001,peach
28.606,116.4247,153.8031,14.7416,59.7735,6.3359,151.2978,apple
128.2088,76.9725,107.062,23.5991,70.8106,5.4554,29.5773,bell_pepper
77.9204,40.962,50.4995,21.2671,86.3988,5.6721,99.043,strawberry
103.2377,57.992,60.1182,23.3146,79.0331,6.5299,41.7402,bell_pepper
105.4266,75.2493,125.1083,24.1845,64.3284,6.6663,133.2591,tomato
23.3125,108.7014,143.656,19.864,81.3516,5.4902,192.2074,apple
48.4463,130.4629,151.0862,16.2305,85.3336,5.6935,119.9958,apple
128.8878,33.456,123.1028,18.8565,96.4808,5.4881,143.0735,potato
107.1778,53.2324,72.7413,23.9168,74.3476,6.2849,51.8984,bell_pepper
129.7021,40.565,85.6202,24.8028,74.1435,6.2733,124.4555,bell_pepper
52.3332,114.4507,136.895,13.7334,75.5832,5.694,130.7074,apple
66.9238,33.5184,148.0277,24.7024,65.4498,6.3034,101.1515,potato
140.0,25.198,98.7464,27.0192,72.7026,6.6935,65.2908,tomato
92.9645,50.135,86.8126,20.1526,58.8061,5.171,82.4875,strawberry
71.5314,18.5663,37.1743,25.616,66.5327,6.5391,153.5766,maize
71.2007,59.8511,98.7874,20.5896,77.13,5.7848,145.7742,strawberry
131.6654,39.583,79.1058,30.0422,71.6394,6.3414,70.7321,tomato
104.6674,47.9937,94.3959,23.5025,85.3997,6.4375,114.6259,tomato
124.968,57.2732,51.0838,23.1341,71.7423,6.1837,122.6652,bell_pepper
45.8728,44.3582,100.2868,20.2197,74.7031,6.0496,71.6455,strawberry
44.7736,53.932,67.7319,19.1451,58.8721,5.7012,81.2796,strawberry
89.4317,45.7331,32.7181,19.5384,66.8912,7.0605,111.2085,maize
58.3696,48.9248,106.9261,19.6623,73.9521,6.2321,81.4236,strawberry
103.9844,13.5665,76.5166,19.3616,59.3609,6.97,105.2121,tomato
45.0078,35.8336,48.1962,17.6258,69.508,6.2656,44.0394,cherry
101.2912,40.9667,94.0387,16.4889,64.3843,5.9764,78.5047,bell_pepper
43.096,124.4343,159.634,17.6911,64.2717,5.323,126.0911,apple
70.3166,49.048,70.538,16.1723,58.7288,6.0468,98.3108,peach
117.9493,75.5714,106.9464,20.6916,70.6504,5.6744,109.4033,potato
94.7363,48.8055,50.7193,24.0052,93.6241,6.4638,113.4054,maize
6.9796,131.2066,139.9314,16.0356,69.8113,6.7309,91.922,apple
21.0534,111.3885,132.3578,14.0844,65.0383,6.2905,88.1306,apple
38.3551,67.4163,54.6628,19.599,62.7778,6.6649,91.6772,grapes
71.3288,59.3868,54.8761,25.8768,55.9613,6.9603,147.7686,maize
78.6315,57.7192,87.0116,22.308,56.9437,6.7305,76.2194,tomato
58.1601,66.7615,59.4578,21.452,40.0147,5.8869,86.6879,peach
89.3608,37.0227,40.126,21.922,70.2339,6.1093,142.5426,maize
70.5634,61.0101,69.3204,15.2471,66.9655,6.3766,98.2384,cherry
7.5501,120.3294,150.6555,13.1495,70.4281,5.9034,149.8464,apple
116.8398,65.6119,96.9084,26.718,61.5753,6.3184,37.8003,tomato
20.9793,107.6363,155.9019,18.9449,68.3737,6.9677,122.9051,apple
46.6728,61.7107,39.9045,22.7149,60.6357,6.6119,71.0681,maize
96.4386,67.5027,74.2579,19.8296,77.2257,5.5406,123.9992,bell_pepper
110.845,44.6641,52.3378,23.7644,50.6834,6.3439,84.0335,peach
89.7332,71.7122,72.0314,25.8959,54.628,6.4838,89.7216,bell_pepper
55.6494,66.9364,42.0394,22.1621,62.1926,5.8237,154.2636,maize
30.6545,58.2981,50.0765,24.9126,66.3529,6.15,110.6143,grapes
44.593,37.6012,89.043,24.2137,76.3496,5.4533,71.2955,bell_pepper
82.7879,50.3819,55.5174,26.061,51.6741,6.261,60.0527,peach
76.8062,55.6661,102.905,20.2316,62.3864,6.3783,70.0492,strawberry
95.4703,30.1338,85.648,27.069,55.335,6.2092,77.0965,peach
80.985,60.7409,56.1373,15.8041,43.4799,5.9916,99.4559,cherry
63.8382,34.968,49.3382,18.826,42.6211,6.3153,64.6762,cherry
81.4382,46.5942,74.8439,25.3161,58.3962,5.595,66.5792,peach
59.0224,33.191,73.4032,21.3027,63.0524,6.6603,59.7042,cherry
110.6513,68.4293,46.0926,23.031,87.6367,6.2717,86.4314,maize
65.0388,52.5233,49.005,21.1131,70.8215,6.5212,105.7902,peach
22.6033,66.0466,64.7042,23.142,51.5516,6.7067,116.356,grapes
64.9822,30.9726,121.5821,16.9337,95.0079,6.4021,76.0133,strawberry
73.1992,49.534,71.8939,12.9398,55.0276,6.395,122.1603,cherry
102.7762,31.1192,66.5609,21.8627,54.8304,6.7086,69.9757,peach
23.9757,48.9979,38.4568,20.3993,63.1224,6.8682,58.3755,grapes
62.715,39.7215,114.6999,17.5885,82.9601,6.1295,119.5524,potato
131.2217,49.0507,72.3896,22.4031,62.489,6.2599,120.7298,bell_pepper
101.4379,50.026,93.9248,17.4761,66.686,6.3989,47.9879,potato
103.7589,64.4628,95.7262,19.6301,70.623,5.9017,47.6494,cherry
28.3234,139.849,140.8944,18.242,73.3616,6.2764,150.9152,apple
41.3171,52.5092,55.0254,13.7039,54.8849,6.1473,120.2018,cherry
73.6353,54.1644,82.8061,17.3795,52.6502,5.8776,108.9394,peach
131.5196,46.5297,80.5849,34.125,69.6472,5.6273,110.4362,bell_pepper
90.3918,35.3779,104.0452,24.6975,64.8829,6.4826,125.7938,tomato
17.4487,107.4285,155.0819,18.4268,65.0967,6.4311,96.2034,apple
97.2864,37.8601,72.5247,12.9622,68.2465,6.0254,87.8265,strawberry
71.664,39.8629,72.3342,26.0968,69.1639,7.0578,70.5542,peach
74.327,47.6221,84.7822,21.5919,60.7902,6.0162,49.7645,potato
20.9267,30.9429,69.7295,13.8767,54.4457,6.42,12.8126,grapes
93.7459,36.755,84.0495,27.2466,75.4158,6.9583,72.7181,tomato
115.7081,45.1558,123.1456,18.7502,74.1389,6.0749,65.4864,potato
140.0,68.4977,41.8435,28.1661,63.1982,5.9911,116.2052,bell_pepper
89.6068,20.8192,89.2761,12.6118,74.2163,5.6963,105.9352,potato
118.3758,49.817,20.0127,23.814,89.6315,6.8102,74.591,maize
140.0,53.2389,77.0102,20.729,68.2011,6.3784,97.7401,tomato
136.0536,21.2422,106.186,22.6113,78.4873,6.6228,101.916,bell_pepper
98.7198,63.5369,133.8165,19.0163,83.5932,5.65,129.5764,potato
128.0888,51.1145,116.6589,17.5117,80.8488,5.4396,138.5425,potato
95.2128,40.3348,110.3366,25.909,68.9543,6.6079,90.5583,tomato
85.1822,5.5124,74.593,23.8343,78.9198,5.8399,89.7227,potato
13.0474,39.1942,86.955,16.2235,64.6174,6.8153,83.4548,peach
106.9888,48.632,94.8519,24.9,78.9587,5.9991,66.2087,bell_pepper
51.0435,46.3315,104.0011,18.0233,74.6339,6.0855,75.589,strawberry
113.1352,58.5749,81.1249,28.093,68.8767,6.9665,85.1526,tomato
78.8186,35.3925,69.1825,15.9887,60.7797,7.6343,102.0111,cherry
76.8101,32.2607,94.3509,28.1628,60.2602,5.3458,114.1515,cherry
115.0017,51.3661,47.2735,27.1151,68.9871,6.0171,19.6857,maize
105.3303,60.6299,60.7082,23.5011,96.9872,5.3741,99.845,bell_pepper
128.9197,43.0519,67.3609,31.5063,78.4915,5.2301,126.8106,bell_pepper
84.7171,40.4135,91.1652,20.8349,73.7717,6.6383,77.1983,cherry
13.1166,62.2163,45.1616,20.558,70.5761,5.495,114.6267,strawberry
140.0,18.8724,120.7267,14.5647,81.9501,5.203,70.3631,potato
73.8934,31.9601,87.5495,21.2517,80.1333,5.9791,94.8823,strawberry
106.8805,69.0435,90.1143,19.8077,64.4279,6.0919,93.3101,bell_pepper
35.2577,51.868,54.4429,23.5888,68.9558,7.1787,112.4159,grapes
5.7949,123.5055,154.8499,15.4852,60.0639,5.8199,130.6477,apple
105.6018,61.8494,103.9057,18.5478,58.5613,6.7928,73.1573,peach
103.0285,49.7811,90.502,25.5794,59.0371,6.9552,116.2917,tomato
140.0,46.5621,82.2949,27.284,82.0807,6.3759,60.9729,tomato
89.3384,33.631,39.0004,22.1531,69.23,6.7862,138.3097,maize
105.0341,43.9631,100.9906,22.4406,88.1773,6.9253,75.9299,peach
67.5025,36.18,47.9006,18.9399,72.2496,5.8487,97.3187,strawberry
57.2559,44.1442,110.3538,16.6406,82.765,6.1772,137.2696,strawberry
20.3745,36.5837,48.7935,25.4167,61.5422,6.2339,38.904,grapes
105.5009,70.4107,96.9615,23.4093,62.7799,5.6734,94.717,bell_pepper
64.107,53.3111,63.7744,21.5667,49.5927,6.545,83.2678,cherry
91.0055,55.4631,118.6339,17.4888,77.8081,5.5786,160.0004,potato
140.0,49.6795,82.5901,25.944,64.5146,6.5273,85.1779,tomato
20.7744,137.0712,134.0429,17.1791,64.6245,6.0756,127.1682,apple
69.5925,35.0001,85.6904,25.4968,62.3085,6.3784,79.6241,peach
10.536,129.903,151.9419,23.0255,78.1565,5.5972,92.2334,apple
106.8921,53.3344,71.6352,14.4619,68.2822,5.621,124.7851,bell_pepper
67.0313,55.2622,72.444,22.6046,63.6717,6.5224,73.2839,cherry
73.6878,34.9832,91.7936,24.0739,50.5605,6.7901,86.8272,peach
108.1607,46.6418,88.181,21.176,48.7546,6.4046,62.4511,peach
47.7489,55.721,54.3053,20.2606,72.1875,6.1618,54.2911,grapes
61.6144,42.4676,49.7945,19.5523,92.7825,5.1972,93.1177,strawberry
121.7439,51.0587,74.6557,25.497,64.981,6.6377,48.6732,peach
95.1083,45.7138,67.3305,15.9376,54.6602,7.4763,39.401,peach
107.1408,50.4543,99.7626,22.1503,62.6724,5.5671,131.1568,bell_pepper
94.9988,57.4406,118.8778,19.6282,70.1275,5.5777,126.551,potato
82.8932,53.7789,78.3528,28.464,70.2265,6.2637,95.2143,bell_pepper
27.0148,113.084,144.9841,17.0662,77.3379,6.0784,102.632,apple
135.4578,39.5867,94.1464,23.5836,55.8735,6.0375,120.5475,tomato
28.7093,140.5097,156.2104,22.7137,62.6547,5.9037,111.3393,apple
5.6429,66.9831,54.818,23.1222,60.5474,6.1027,44.8887,grapes
61.1096,53.5627,118.5375,20.575,79.9213,5.9559,95.7323,potato
99.1923,60.5766,47.2356,25.8637,69.4773,6.7445,41.7234,maize
75.1969,53.8379,40.1717,15.1299,60.4549,6.8206,45.5401,maize
85.6396,73.2777,79.0819,27.0336,54.727,5.9456,91.3363,bell_pepper
5.524,122.0874,142.2264,17.8628,65.7549,5.3211,159.4712,apple
93.8972,39.4757,87.5806,19.7434,80.0652,5.6767,93.7324,strawberry
85.1281,58.7685,45.7987,21.0272,70.8786,6.3877,98.9952,tomato
51.8536,42.9884,82.1575,15.2476,65.0125,7.0793,99.4657,cherry
96.2237,52.0988,113.5865,24.0833,67.3339,5.4419,114.998,potato
43.5288,48.6405,63.6512,23.5523,33.7982,6.0543,76.2487,grapes
58.7224,55.0252,74.2479,17.0328,65.7869,5.8951,85.5734,strawberry
96.7024,51.1973,111.4614,18.4166,65.0478,5.5231,121.3115,potato
84.6732,44.2917,23.9339,25.4567,70.9762,5.6859,143.2277,maize
65.4785,65.8826,68.0882,23.4791,76.686,5.819,104.8792,potato
111.9999,50.0708,87.9035,17.3043,75.6252,5.4409,73.5013,potato
83.7832,51.8052,83.6083,18.6737,53.7122,5.848,144.692,potato
95.1829,73.3093,70.2801,25.7096,62.3324,6.5986,80.5294,tomato
19.3151,142.768,129.9214,14.3394,76.6239,6.3213,174.9161,apple
26.1442,121.0907,163.3279,17.2508,74.7362,5.8061,93.1665,apple
93.0743,46.0381,143.5418,21.8809,69.0426,5.554,78.3278,tomato
61.2109,43.1528,61.03,19.9473,72.3591,6.6367,94.1903,peach
34.0597,118.9489,140.8951,12.8075,69.144,5.5627,61.9013,apple
100.5426,63.9545,79.8457,20.2978,78.5639,6.7427,103.1954,bell_pepper
38.6293,141.0864,134.1872,22.4077,71.9577,5.7987,138.7888,apple
111.7713,68.693,62.4366,23.4121,83.0549,6.4556,109.251,bell_pepper
119.7988,64.4341,96.6536,28.9054,90.6318,6.2491,73.2585,bell_pepper
69.5913,72.9176,84.6154,19.291,70.3839,6.4338,54.6326,strawberry
123.5064,18.6166,103.7014,22.6539,80.7428,6.896,108.4951,peach
68.1326,40.8239,46.9135,17.6788,55.0861,6.6839,85.9855,peach
60.7729,58.3,128.4623,17.8151,76.1933,5.5849,93.2484,potato
94.8494,38.1358,98.9763,11.3889,81.0863,6.2529,117.1948,potato
31.3804,54.2705,78.1103,16.704,69.9891,6.7754,114.3229,cherry
73.091,50.5421,95.1829,18.6493,79.1837,5.2332,90.6344,strawberry
93.681,55.9856,40.8811,24.0994,58.24,6.0379,134.5296,maize
47.8303,110.2335,148.7406,17.5185,83.3784,6.3669,107.277,apple
58.1533,43.7193,80.3141,17.634,67.5117,7.1564,51.8425,cherry
91.4256,42.9898,80.7254,17.7424,71.0423,6.7846,80.0384,cherry
108.8767,55.6485,96.0787,25.3741,61.4083,6.214,118.1066,tomato
72.2579,52.8483,102.2727,16.7559,78.0442,5.7887,73.9001,potato
102.0656,56.4913,105.104,17.3281,66.3693,5.8715,100.1945,potato
86.3183,69.3879,93.5969,27.3432,64.8278,7.2718,93.4704,peach
63.3534,41.6772,71.1934,16.2271,64.6675,5.4279,131.1867,strawberry
73.0198,50.1833,95.5427,17.8595,36.678,6.27,94.1309,peach
55.6841,60.4758,77.1705,19.2934,57.2733,5.6291,48.8499,grapes
125.056,48.2657,103.9244,19.9535,69.501,5.9725,156.901,potato
58.6954,66.7329,74.8945,18.2305,79.8083,5.9735,89.2027,tomato
57.7627,133.8164,153.8998,14.3853,65.9724,6.1998,65.1646,apple
116.7325,45.5171,116.0604,17.1207,62.6118,5.5351,161.5637,potato
15.8647,116.3938,167.2664,17.9832,72.5726,6.2189,80.2813,apple
80.5153,40.4216,37.7268,25.5197,58.8292,6.7344,180.8446,maize
73.7182,60.0329,78.4508,19.3549,57.606,5.1014,91.3355,potato
62.0727,48.9595,75.0631,22.3758,68.3598,5.387,103.995,strawberry
93.1267,80.0545,87.735,23.7512,82.3502,6.8431,84.0084,bell_pepper
95.1388,54.2914,119.4366,24.6184,66.5656,6.3302,92.4425,tomato
78.8466,23.1758,80.8797,19.2267,71.7358,6.4115,89.326,strawberry
71.5263,40.5493,79.8068,18.4238,72.5695,6.1923,70.137,peach
102.1807,67.7428,93.0265,25.2159,69.7499,5.9319,79.4222,tomato
62.1236,61.8986,112.5093,9.3253,32.6327,6.4667,75.9892,cherry
135.5106,55.6462,73.1844,24.7284,75.8264,5.5887,119.2063,bell_pepper
75.9364,41.7536,24.8722,26.2562,75.8941,6.1324,118.8439,maize
60.443,42.2583,75.5698,17.6266,47.4325,6.0746,68.7496,peach
20.6081,112.9484,172.4936,17.2082,57.1836,5.5316,101.1815,apple
96.183,46.9494,117.9743,14.1434,55.4689,6.121,110.6455,potato
5.7017,121.5794,154.6652,15.7002,60.3756,5.736,128.7927,apple
96.0066,45.6039,38.9402,23.6962,52.6482,6.4164,115.608,maize
48.1358,120.7127,156.829,20.0532,67.4448,5.4758,85.7079,apple
69.6866,38.9584,64.2305,22.5821,66.4549,6.6819,56.7309,cherry
87.94,56.0788,107.8151,32.0361,64.4393,6.7978,93.759,tomato
63.4363,53.3439,91.8635,24.3354,80.4079,6.1917,112.1356,strawberry
22.583,57.9254,51.1934,24.3839,50.474,7.1547,110.2157,grapes
82.6067,53.2396,48.2432,21.4015,71.2917,6.4734,61.5148,maize
89.4368,64.1846,69.6899,17.3887,59.812,5.7092,63.9417,cherry
73.0975,63.7887,104.0355,19.9365,62.1571,5.386,137.0579,strawberry
90.659,31.9767,84.1353,19.3281,46.3639,5.978,75.4587,strawberry
86.7786,38.0858,64.1623,21.2434,81.0784,6.1111,136.6688,tomato
85.5334,63.7392,47.692,21.2811,59.5628,6.5414,80.7117,maize
93.595,60.9404,101.7209,21.3662,66.105,6.6235,142.8798,tomato
30.3467,45.0679,65.1204,18.3717,60.6105,7.2652,73.4438,cherry
17.2529,67.6712,67.6388,23.3751,46.4906,6.3293,66.5057,grapes
113.5059,63.2706,33.7481,22.3326,81.2628,6.5211,95.6694,maize
129.8511,62.2213,149.3268,17.8407,75.3364,5.9932,141.719,potato
137.7975,44.5982,86.0548,34.5771,57.4974,6.4358,127.6147,bell_pepper
55.4477,118.5896,148.3436,18.2769,60.8589,5.3681,32.1191,apple
75.3319,41.3302,92.4047,17.9851,71.1534,6.0051,85.7335,cherry
94.8033,45.2107,152.1558,12.8086,87.4758,5.4903,140.4265,potato
